数据编号,型号,经销商报价,纯电续航里程(km),充电时间(小时),快充时间,慢充时间,快充电量(%),最高车速(km/h),官方百公里加速时间(s),百公里耗电量(kWh/100km),长(mm),宽(mm),高(mm),轴距(mm),前轮距(mm),后轮距(mm),车门数(个),座位数(个),整备质量(kg),电动机总功率(kW),电动机总马力(Ps),电动机总扭矩(N·m),电池类型,磷酸铁锂,三元锂,其它,电池容量(kWh)
457,雪佛兰畅巡 2021款 米奇魔法星河版,13.95,410,快充0.67小时 慢充8小时,0.67,8,80,150,,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
458,雪佛兰畅巡 2021款 米奇魔法星云版,14.95,410,快充0.67小时 慢充8小时,0.67,8,80,150,,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
459,雪佛兰畅巡 2021款 米奇魔法星宇版,17.99,410,快充0.67小时 慢充8小时,0.67,8,80,150,,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
460,雪佛兰畅巡 2021款 星享版,11.99,410,快充0.67小时 慢充8小时,0.67,8,80,150,,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
461,雪佛兰畅巡 2021款 星河版,12.49,410,快充0.5小时 慢充10.5小时,0.5,10.5,80,150,,13.1,4665,1813,1513,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
462,雪佛兰畅巡 2021款 星云版,13.49,410,快充0.5小时 慢充9小时,0.5,9,80,150,,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
463,雪佛兰畅巡 2021款 星宇版,17.99,410,快充0.5小时 慢充9小时,0.5,9,80,150,,13.1,4665,1813,1538,2660,1545,1556,5,5,1660,110,150,350,三元锂电池,0,1,0,52.5
464,飞凡R7 2022款 标准高阶版,30.25,551,快充0.5小时 慢充9小时,0.5,9,80,200,5.8,14.9,4900,1925,1655,2950,1620,1600,5,5,2168,250,340,450,三元锂电池,0,1,0,77
465,飞凡R7 2022款 长续高阶版,32.25,642,快充0.5小时 慢充7.6小时,0.5,7.6,80,200,5.8,15.5,4900,1925,1655,2950,1620,1600,5,5,2210,250,340,450,三元锂电池,0,1,0,90
466,飞凡R7 2022款 性能高阶版,33.95,606,快充0.5小时 慢充7.6小时,0.5,7.6,80,200,3.8,15.8,4900,1925,1655,2950,1620,1600,5,5,2310,400,544,700,三元锂电池,0,1,0,90
467,飞凡R7 2022款 旗舰高阶版,36.95,606,慢充8.1小时,,8.1,80,200,3.8,15.8,4900,1925,1655,2950,1620,1600,5,5,2310,400,544,700,三元锂电池,0,1,0,90
468,秦Pro EV 2020款 出行版,18.19,401,快充0.5小时 慢充8.1小时,0.5,8.1,80,,,13.4,4765,1837,1515,2718,1580,1580,4,5,,100,136,180,三元锂电池,0,1,0,53.1
469,秦Pro EV 2019款 超能版 标准版智联领尚型,14.99,401,快充0.5小时 慢充8.1小时,0.5,8.1,80,,,13.4,4765,1837,1515,2718,1580,1580,4,5,,100,136,180,三元锂电池,0,1,0,53.1
470,秦Pro EV 2019款 超能版 高功率智联领动型,16.99,420,快充0.5小时 慢充9.9小时,0.5,9.9,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,三元锂电池,0,1,0,56.4
471,秦Pro EV 2019款 超能版 高功率智联领享型,17.99,420,快充0.5小时 慢充9.9小时,0.5,9.9,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,三元锂电池,0,1,0,56.4
472,秦Pro EV 2019款 超能版 高功率智联领耀型,18.99,420,快充0.5小时 慢充7.6小时,0.5,7.6,80,150,8.9,13.8,4765,1837,1515,2718,1580,1580,4,5,1650,120,163,280,三元锂电池,0,1,0,56.4
473,秦Pro EV 2019款 超能版 高功率高续航智联领越型,18.99,520,快充0.67小时 慢充9小时,0.67,9,80,150,8.4,13.5,4765,1837,1515,2718,1580,1580,4,5,1710,135,184,280,三元锂电池,0,1,0,69.5
474,秦Pro EV 2019款 超能版 高功率高续航智联领创型,19.99,520,快充0.67小时 慢充9小时,0.67,9,80,150,8.4,13.5,4765,1837,1515,2718,1580,1580,4,5,1710,135,184,280,三元锂电池,0,1,0,69.5
475,秦Pro EV 2019款 领航版,20.49,401,快充0.67小时 慢充9.5小时,0.67,9.5,80,,,13.4,4765,1837,1515,2718,1580,1580,4,5,,100,136,180,三元锂电池,0,1,0,53.1
476,本田e:NS1 2022款 e型版 ,14.5,420,快充0.67小时 慢充9.5小时,0.67,9.5,80,150,,13.6,4390,1790,1560,2610,1545,1550,5,5,1647,134,182,310,三元锂电池,0,1,0,53.6
477,本田e:NS1 2022款 e驰版 ,15.9,420,快充0.5小时 慢充8小时,0.5,8,80,150,,13.6,4390,1790,1560,2610,1535,1540,5,5,1684,134,182,310,三元锂电池,0,1,0,53.6
478,本田e:NS1 2022款 e动版 ,17.7,510,快充0.5小时 慢充8小时,0.5,8,80,150,,13.8,4390,1790,1560,2610,1535,1540,5,5,1679,150,204,310,三元锂电池,0,1,0,68.8
479,本田e:NS1 2022款 e境版,18.8,510,快充0.6小时 慢充10小时,0.6,10,80,150,,13.8,4390,1790,1560,2610,1535,1540,5,5,1692,150,204,310,三元锂电池,0,1,0,68.8
480,欧拉好猫GT 2022款 木兰版 401km标准续航,14.9,401,快充0.6小时 慢充10.7小时,0.6,10.7,80,160,6.9,13.4,4254,1848,1596,2650,1573,1593,5,5,1560,126,171,250,磷酸铁锂电池,1,0,0,47.8
481,欧拉好猫GT 2022款 木兰版 480km长续航,16.9,480,快充0.6小时 慢充10.7小时,0.6,10.7,80,160,6.9,13.5,4254,1848,1596,2650,1573,1593,5,5,1555,126,171,250,三元锂电池,0,1,0,59.1
482,合创Z03 2022款 430 潮享版,13.28,430,快充0.75小时 慢充12.9小时,0.75,12.9,80,140,7.9,13.5,4602,1900,1600,2750,1610,1610,5,5,1730,135,184,225,磷酸铁锂电池,1,0,0,55.5
483,合创Z03 2022款 510 潮享版,13.98,510,快充0.6小时 慢充10.7小时,0.6,10.7,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,磷酸铁锂电池,1,0,0,63.98
484,合创Z03 2022款 510 潮酷版,14.68,510,快充0.75小时 慢充12.9小时,0.75,12.9,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,磷酸铁锂电池,1,0,0,63.98
485,合创Z03 2022款 620 潮酷版,15.88,620,快充0.75小时 慢充12.9小时,0.75,12.9,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,三元锂电池,0,1,0,76.8
486,合创Z03 2022款 510 潮智版,15.88,510,,,,80,150,7.9,13.5,4602,1900,1645,2750,1610,1610,5,5,1740,135,184,225,磷酸铁锂电池,1,0,0,63.98
487,合创Z03 2022款 620 潮智版,17.28,620,,,,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,三元锂电池,0,1,0,76.8
488,合创Z03 2022款 620 Z潮版,17.88,620,,,,80,160,6.9,13.6,4602,1900,1645,2750,1610,1610,5,5,1750,160,218,225,三元锂电池,0,1,0,76.8
489,奥迪Q5 e-tron 2022款 40 e-tron 星耀型 锦衣套装,37.65,560,,,,,,9.3,15.9,4876,1860,1675,2965,,,5,7,2325,150,204,310,三元锂电池,0,1,0,83.4
490,奥迪Q5 e-tron 2022款 40 e-tron 星耀型 锦衣套装 逐日版,38.65,560,,,,,,9.3,15.9,4876,1860,1675,2965,,,5,7,2325,150,204,310,三元锂电池,0,1,0,83.4
491,奥迪Q5 e-tron 2022款 40 e-tron 星耀型 机甲套装,37.65,560,,,,,,9.3,15.9,4876,1860,1675,2965,,,5,7,2325,150,204,310,三元锂电池,0,1,0,83.4
492,奥迪Q5 e-tron 2022款 40 e-tron 星耀型 机甲套装 逐日版,38.65,560,,,,,,9.3,15.9,4876,1860,1675,2965,,,5,7,2325,150,204,310,三元锂电池,0,1,0,83.4
493,奥迪Q5 e-tron 2022款 50 e-tron quattro 荣耀型 锦衣套装,45.95,520,,,,,,6.7,17,4876,1860,1675,2965,,,5,6,2410,225,306,460,三元锂电池,0,1,0,83.4
494,奥迪Q5 e-tron 2022款 50 e-tron quattro 荣耀型 锦衣套装 逐日版,46.95,520,,,,,,6.7,17,4876,1860,1675,2965,,,5,6,2410,225,306,460,三元锂电池,0,1,0,83.4
495,奥迪Q5 e-tron 2022款 50 e-tron quattro 荣耀型 机甲套装,45.95,520,快充0.5小时 慢充7小时,0.5,7,,,6.7,17,4876,1860,1675,2965,,,5,6,2410,225,306,460,三元锂电池,0,1,0,83.4
496,奥迪Q5 e-tron 2022款 50 e-tron quattro 荣耀型 机甲套装 逐日版,46.95,520,快充0.5小时 慢充7小时,0.5,7,,,6.7,17,4876,1860,1675,2965,,,5,6,2410,225,306,460,三元锂电池,0,1,0,83.4
497,奥迪Q5 e-tron 2022款 50 e-tron quattro edition one 艺创典藏版,47.95,520,快充1小时 慢充8小时,1,8,,,6.7,17,4876,1860,1675,2965,,,5,6,2410,225,306,460,三元锂电池,0,1,0,83.4
498,零跑S01 2020款 460 标准版,12.99,451,快充0.67小时 慢充10小时,0.67,10,80,135,6.9,11.2,4075,1760,1380,2500,1500,1500,3,4,,125,170,250,三元锂电池,0,1,0,48
499,零跑S01 2020款 460 Pro,14.99,451,快充0.67小时 慢充10小时,0.67,10,80,135,6.9,11.2,4075,1760,1380,2500,1500,1500,3,4,,125,170,250,三元锂电池,0,1,0,48
500,沃尔沃C40 RECHARGE 2022款 长续航版 ,26.7,550,快充0.62小时 慢充17小时,0.62,17,80,160,7.2,13.8,4440,1873,1591,2702,1598,1603,5,5,1986,170,231,330,三元锂电池,0,1,0,69
501,沃尔沃C40 RECHARGE 2022款 长续航版 PRO ,28.6,550,,,,80,160,7.2,13.8,4440,1873,1591,2702,1598,1603,5,5,1986,170,231,330,三元锂电池,0,1,0,69
502,沃尔沃C40 RECHARGE 2022款 四驱高性能版 PRO ,32.8,530,快充0.75小时 慢充13小时,0.75,13,80,180,4.7,16.2,4440,1873,1591,2702,1598,1603,5,5,2144,300,408,660,三元锂电池,0,1,0,78
503,奥迪Q2L e-tron 2022款 纯电智享型,18.28,325,快充0.83小时 慢充6.5小时,0.83,6.5,80,150,,13.5,4268,1785,1545,2628,1543,1546,5,5,1610,100,136,290,三元锂电池,0,1,0,44.1
504,恒驰5 2022款 超豪华版,17.9,602,快充0.83小时 慢充6.5小时,0.83,6.5,80,180,7.8,13.8,4725,1925,1676,2780,1635,1635,5,5,1985,150,204,345,磷酸铁锂电池,1,0,0,72.8
505,前途K50 2018款 标准型,75.43,380,快充0.92小时 慢充10小时,0.92,10,80,200,4.6,20.7,4634,2069,1253,2650,1798,1791,2,2,1960,320,435,680,三元锂电池,0,1,0,78.84
506,雷克萨斯UX EV 2020款 300e 纯·悦,36.19,400,快充0.92小时 慢充10小时,0.92,10,75,160,7.5,13.1,4495,1840,1545,2640,1557,1559,5,5,1800,150,204,300,三元锂电池,0,1,0,54.35
507,雷克萨斯UX EV 2020款 300e 纯·享,38.49,400,快充0.92小时 慢充10小时,0.92,10,75,160,7.5,13.1,4495,1840,1545,2640,1557,1559,5,5,1800,150,204,300,三元锂电池,0,1,0,54.35
508,马自达CX-30 EV 2021款 纯电驭享版,15.98,450,快充0.62小时 慢充8小时,0.62,8,80,159,,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,三元锂电池,0,1,0,61.1
509,马自达CX-30 EV 2021款 纯电劲享版,18.08,450,快充0.6小时 慢充8小时,0.6,8,80,159,,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,三元锂电池,0,1,0,61.1
510,马自达CX-30 EV 2021款 纯电尊享版,20.18,450,快充0.6小时 慢充8小时,0.6,8,80,159,,15.3,4410,1852,1655,2672,1590,1616,5,5,1770,160,218,300,三元锂电池,0,1,0,61.1
511,东风风神E70 2023款 500 智行版 磷酸铁锂,14.58,412,快充0.6小时 慢充8小时,0.6,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1438,110,150,210,磷酸铁锂电池,1,0,0,49
512,东风风神E70 2023款 500 智行版 三元锂,14.58,412,快充0.6小时 慢充8小时,0.6,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1500,110,150,210,三元锂电池,0,1,0,49
513,东风风神E70 2023款 500 Plus 专享版,14.98,433,快充0.62小时 慢充8小时,0.62,8,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1502,110,150,210,三元锂电池,0,1,0,52.99
514,东风风神E70 2023款 改款 PRO 智行版,15.28,412,快充0.62小时 慢充8小时,0.62,8,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1537,110,150,210,磷酸铁锂电池,1,0,0,50.23
515,东风风神E70 2023款 PRO 智行版,15.28,412,快充0.62小时 慢充8小时,0.62,8,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1537,110,150,210,磷酸铁锂电池,1,0,0,50.23
516,东风风神E70 2023款 改款 PRO 畅行版,15.38,401,快充0.62小时 慢充8小时,0.62,8,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1502,110,150,210,三元锂电池,0,1,0,52.85
517,东风风神E70 2023款 PRO 畅行版,15.38,401,,,,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1502,110,150,210,三元锂电池,0,1,0,52.85
518,东风风神E70 2023款 PRO 奕智版 标准续航型,15.38,401,快充0.62小时 慢充8小时,0.62,8,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1438,110,150,210,三元锂电池,0,1,0,52.85
519,东风风神E70 2023款 PRO 奕智版 长续航型,15.38,433,快充0.62小时 慢充8小时,0.62,8,,150,9.5,13.2,4700,1725,1530,2700,1475,1480,4,5,1515,120,163,230,三元锂电池,0,1,0,52.99
520,东风风神E70 2022款 360H 换电版,14.28,330,快充0.6小时 慢充8小时,0.6,8,,150,9.5,13,4680,1720,1530,2700,1475,1480,4,5,1550,120,163,230,磷酸铁锂电池,1,0,0,43.2
521,东风风神E70 2022款 500 超享版,14.58,412,快充0.6小时 慢充8小时,0.6,8,80,150,9.5,13.6,4680,1720,1530,2700,1475,1480,4,5,1550,120,163,230,磷酸铁锂电池,1,0,0,50.3
522,东风风神E70 2022款 500 超享版 110kW,14.58,412,快充0.5小时,0.5,,80,150,9.5,13.6,4680,1720,1530,2700,1475,1480,4,5,1537,110,150,210,磷酸铁锂电池,1,0,0,50.3
523,东风风神E70 2022款 500 Plus 超享版,14.98,433,快充0.5小时,0.5,,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1515,120,163,230,三元锂电池,0,1,0,52.99
524,东风风神E70 2022款 500 Plus 超享版 110kW,14.98,433,快充0.5小时,0.5,,80,150,9.5,13.1,4680,1720,1530,2700,1475,1480,4,5,1502,110,150,210,三元锂电池,0,1,0,52.99
525,奔腾NAT 2022款 乐享出行版,13.68,419,快充0.5小时,0.5,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
526,奔腾NAT 2022款 舒享出行版,13.98,419,快充0.5小时,0.5,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
527,奔腾NAT 2022款 悦享出行版,14.18,419,快充0.5小时,0.5,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
528,奔腾NAT 2022款 智享出行版,14.38,419,,,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
529,奔腾NAT 2022款 乐享出行 出租版,13.68,419,,,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
530,奔腾NAT 2022款 舒享出行 出租版,13.98,419,,,,80,140,10.8,13.2,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,磷酸铁锂电池,1,0,0,55
531,奔腾NAT 2022款 乐享出行 换电版,14.78,401,,,,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
532,奔腾NAT 2022款 舒享出行 换电版,15.08,401,,,,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
533,奔腾NAT 2022款 悦享出行 换电版,15.28,401,,,,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
534,奔腾NAT 2022款 智享出行 换电版,15.48,401,,,,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
535,奔腾NAT 2022款 乐享出行 换电出租版,14.78,401,快充1.3小时,1.3,,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
536,奔腾NAT 2022款 舒享出行 换电出租版,15.08,401,快充0.83小时 慢充8.5小时,0.83,8.5,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
537,奔腾NAT 2021款 豪华体验版 换电,15.08,401,快充1小时 慢充9.5小时,1,9.5,,140,10.8,12.7,4450,1840,1680,2850,1595,1569,5,5,1700,100,136,260,三元锂电池,0,1,0,53
538,逸动EV 2022款 EV460 智焕网约版 磷酸铁锂,11.99,365,快充0.83小时 慢充8.5小时,0.83,8.5,80,145,10.8,12.3,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,磷酸铁锂电池,1,0,0,44.43
539,逸动EV 2022款 EV460 智行网约版 磷酸铁锂,11.99,401,,,,80,145,10.8,13,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,磷酸铁锂电池,1,0,0,47.78
540,逸动EV 2022款 EV460 智行网约版 三元锂,11.99,401,快充0.55小时,0.55,,80,145,10.8,13,4740,1820,1530,2700,1548,1559,4,5,1615,120,163,245,三元锂电池,0,1,0,53.61
541,逸动EV 2022款 EV460 尊贵版 磷酸铁锂,12.99,401,快充0.55小时,0.55,,80,145,10.8,13,4740,1820,1530,2700,1555,1566,4,5,1615,120,163,245,磷酸铁锂电池,1,0,0,47.78
542,Polestar 2 2021款 单电机标准续航,25.78,485,快充0.68小时 慢充7.25小时,0.68,7.25,80,160,7.4,14.7,4606,1859,1479,2735,,,5,5,1958,165,224,330,三元锂电池,0,1,0,64
543,Polestar 2 2021款 单电机长续航,28.78,565,快充0.82小时 慢充10.75小时,0.82,10.75,80,160,7.4,14.9,4606,1859,1479,2735,,,5,5,2012,170,231,330,三元锂电池,0,1,0,78
544,Polestar 2 2021款 双电机长续航,33.8,512,快充0.82小时 慢充10.75小时,0.82,10.75,80,205,4.7,17.5,4606,1859,1479,2735,,,5,5,2132,300,408,660,三元锂电池,0,1,0,78
545,宝马iX 2022款 xDrive40,69.57,455,快充0.5小时 慢充13.09小时,0.5,13.09,80,200,6.1,18,4955,1967,1698,3000,,,5,5,2428,240,326,630,三元锂电池,0,1,0,76.6
546,宝马iX 2022款 M60,95.85,566,,,,80,250,3.8,21.7,4955,1967,1698,3000,,,5,5,,455,619,1100,三元锂电池,0,1,0,111.5
547,宝马iX 2021款 xDrive50,80.85,630,快充0.5小时 慢充9小时,0.5,9,80,200,4.6,18.5,4955,1967,1698,3000,,,5,5,2558,385,524,765,三元锂电池,0,1,0,111.5
548,比亚迪e3 2021款 领畅版,14.98,401,快充0.5小时 慢充11小时,0.5,11,80,130,,11.4,4450,1760,1520,2610,1490,1470,4,5,1360,100,136,180,磷酸铁锂电池,1,0,0,43.2
549,Evija 2020款 基本型,2188,400,快充0.5小时 慢充11小时,0.5,11,,320,3,31.8,4459,2000,1122,,,,2,2,1680,1470,2000,1700,未知,0,0,0,70
550,创维EV6 2022款 410出行版,16.28,410,快充0.5小时 慢充11小时,0.5,11,80,150,7.7,14.9,4720,1908,1696,2800,1625,1625,5,5,1870,150,204,320,磷酸铁锂电池,1,0,0,51.92
551,创维EV6 2022款 520出行版,18.58,520,快充0.5小时 慢充11小时,0.5,11,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
552,创维EV6 2022款 520欢乐版,16.68,520,快充0.5小时 慢充11小时,0.5,11,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
553,创维EV6 2022款 520标准版,17.98,520,快充0.5小时 慢充13小时,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
554,创维EV6 2022款 520智能版,20.58,520,快充0.5小时 慢充13小时,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
555,创维EV6 2022款 520PRO版,25.28,520,快充0.5小时 慢充13小时,0.5,13,80,150,7.9,15.6,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
556,创维EV6 2022款 620出行版,19.08,620,快充0.5小时 慢充13小时,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,85.97
557,创维EV6 2022款 620欢乐版,17.18,620,快充0.5小时 慢充13小时,0.5,13,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,85.97
558,创维EV6 2022款 620标准版,19.98,620,快充0.5小时 慢充9小时,0.5,9,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,85.97
559,创维EV6 2022款 620智能版,22.58,620,快充0.5小时 慢充11小时,0.5,11,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,85.97
560,创维EV6 2022款 620PRO版,27.28,620,,,,80,150,8.2,15.9,4720,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,85.97
561,创维EV6 2021款 410欢乐版,14.68,410,快充0.5小时 慢充9小时,0.5,9,80,150,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,三元锂电池,0,1,0,55.33
562,创维EV6 2021款 520欢乐版,16.68,520,快充0.5小时 慢充11小时,0.5,11,80,150,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
563,创维EV6 2021款 620出行版,19.08,620,快充0.5小时 慢充11小时,0.5,11,80,,7.9,15.4,4698,1908,1696,2800,1625,1625,5,5,1930,150,204,320,三元锂电池,0,1,0,85.97
564,创维EV6 2021款 410出行版,16.58,410,快充0.5小时 慢充11小时,0.5,11,80,,7.9,15,4698,1908,1696,2800,1625,1625,5,5,1820,150,204,320,三元锂电池,0,1,0,55.33
565,创维EV6 2021款 520出行版,18.58,520,快充0.5小时 慢充11小时,0.5,11,80,,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
566,创维EV6 2021款 520标准版,17.98,520,快充0.5小时 慢充11小时,0.5,11,80,,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
567,创维EV6 2021款 520创享版,18.98,520,快充0.67小时 慢充9.5小时,0.67,9.5,80,,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
568,创维EV6 2021款 520智能版,20.58,520,快充0.67小时 慢充9.5小时,0.67,9.5,80,,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
569,创维EV6 2021款 520PRO版,25.28,520,快充0.67小时 慢充9.5小时,0.67,9.5,80,,7.9,15.6,4698,1908,1696,2800,1625,1625,5,5,1920,150,204,320,三元锂电池,0,1,0,71.98
570,奥迪e-tron 2021款 50 quattro 豪华型,49.21,500,,,,80,187,,19.4,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,三元锂电池,0,1,0,96.7
571,奥迪e-tron 2021款 50 quattro 臻选型,52.72,465,快充0.5小时 慢充6小时,0.5,6,80,187,,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,三元锂电池,0,1,0,96.7
572,奥迪e-tron 2021款 50 quattro 尊享型,58.39,465,快充0.5小时 慢充6小时,0.5,6,80,187,,21,4901,1935,1640,2928,1655,1655,5,5,2625,230,313,540,三元锂电池,0,1,0,96.7
573,ROBO-01 2023款 探月限量版,39.98,,快充0.5小时 慢充6小时,0.5,6,,,3.9,,4853,1990,1611,3000,,,5,5,,400,544,,三元锂电池,0,1,0,100
574,启辰D60 EV 2022款 PLUS SI型舒适版,12.98,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,47
575,启辰D60 EV 2022款 PLUS SI型智行版,13.28,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.9,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,47
576,启辰D60 EV 2022款 PLUS SI型+舒适版,12.98,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,47
577,启辰D60 EV 2022款 PLUS SI型+智行版,13.28,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,47
578,启辰D60 EV 2022款 PLUS RJ型舒适版,12.98,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,磷酸铁锂电池,1,0,0,48
579,启辰D60 EV 2022款 PLUS RJ型智行版,13.28,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1515,120,163,210,磷酸铁锂电池,1,0,0,48
580,启辰D60 EV 2022款 PLUS RI型舒适版,12.98,420,快充0.5小时 慢充6小时,0.5,6,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,48
581,启辰D60 EV 2022款 PLUS RI型智行版,13.28,420,快充1小时,1,,80,140,,12.5,4774,1803,1505,2701,1555,1550,4,5,1540,120,163,280,磷酸铁锂电池,1,0,0,48
582,启辰D60 EV 2022款 PLUS CI型舒适版,12.98,450,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,三元锂电池,0,1,0,50
583,启辰D60 EV 2022款 PLUS CI型智行版,13.28,450,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.2,4774,1803,1494,2701,1555,1550,4,5,1495,120,163,280,三元锂电池,0,1,0,50
584,启辰D60 EV 2022款 换电版,15,423,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1479,120,163,280,三元锂电池,0,1,0,51
585,启辰D60 EV 2022款 标准续航T3,14.47,421,快充0.55小时 慢充5.8小时,0.55,5.8,80,140,,12.9,4764,1803,1494,2701,1555,1550,4,5,1487,120,163,280,三元锂电池,0,1,0,50
